レコード種別,カラム名,位置,長さ
H6,三連単票数_2640_人気順,55486,4
H6,三連単票数_2641_組番,55490,6
H6,三連単票数_2641_票数,55496,11
H6,三連単票数_2641_人気順,55507,4
H6,三連単票数_2642_組番,55511,6
H6,三連単票数_2642_票数,55517,11
H6,三連単票数_2642_人気順,55528,4
H6,三連単票数_2643_組番,55532,6
H6,三連単票数_2643_票数,55538,11
H6,三連単票数_2643_人気順,55549,4
H6,三連単票数_2644_組番,55553,6
H6,三連単票数_2644_票数,55559,11
H6,三連単票数_2644_人気順,55570,4
H6,三連単票数_2645_組番,55574,6
H6,三連単票数_2645_票数,55580,11
H6,三連単票数_2645_人気順,55591,4
H6,三連単票数_2646_組番,55595,6
H6,三連単票数_2646_票数,55601,11
H6,三連単票数_2646_人気順,55612,4
H6,三連単票数_2647_組番,55616,6
H6,三連単票数_2647_票数,55622,11
H6,三連単票数_2647_人気順,55633,4
H6,三連単票数_2648_組番,55637,6
H6,三連単票数_2648_票数,55643,11
H6,三連単票数_2648_人気順,55654,4
H6,三連単票数_2649_組番,55658,6
H6,三連単票数_2649_票数,55664,11
H6,三連単票数_2649_人気順,55675,4
H6,三連単票数_2650_組番,55679,6
H6,三連単票数_2650_票数,55685,11
H6,三連単票数_2650_人気順,55696,4
H6,三連単票数_2651_組番,55700,6
H6,三連単票数_2651_票数,55706,11
H6,三連単票数_2651_人気順,55717,4
H6,三連単票数_2652_組番,55721,6
H6,三連単票数_2652_票数,55727,11
H6,三連単票数_2652_人気順,55738,4
H6,三連単票数_2653_組番,55742,6
H6,三連単票数_2653_票数,55748,11
H6,三連単票数_2653_人気順,55759,4
H6,三連単票数_2654_組番,55763,6
H6,三連単票数_2654_票数,55769,11
H6,三連単票数_2654_人気順,55780,4
H6,三連単票数_2655_組番,55784,6
H6,三連単票数_2655_票数,55790,11
H6,三連単票数_2655_人気順,55801,4
H6,三連単票数_2656_組番,55805,6
H6,三連単票数_2656_票数,55811,11
H6,三連単票数_2656_人気順,55822,4
H6,三連単票数_2657_組番,55826,6
H6,三連単票数_2657_票数,55832,11
H6,三連単票数_2657_人気順,55843,4
H6,三連単票数_2658_組番,55847,6
H6,三連単票数_2658_票数,55853,11
H6,三連単票数_2658_人気順,55864,4
H6,三連単票数_2659_組番,55868,6
H6,三連単票数_2659_票数,55874,11
H6,三連単票数_2659_人気順,55885,4
H6,三連単票数_2660_組番,55889,6
H6,三連単票数_2660_票数,55895,11
H6,三連単票数_2660_人気順,55906,4
H6,三連単票数_2661_組番,55910,6
H6,三連単票数_2661_票数,55916,11
H6,三連単票数_2661_人気順,55927,4
H6,三連単票数_2662_組番,55931,6
H6,三連単票数_2662_票数,55937,11
H6,三連単票数_2662_人気順,55948,4
H6,三連単票数_2663_組番,55952,6
H6,三連単票数_2663_票数,55958,11
H6,三連単票数_2663_人気順,55969,4
H6,三連単票数_2664_組番,55973,6
H6,三連単票数_2664_票数,55979,11
H6,三連単票数_2664_人気順,55990,4
H6,三連単票数_2665_組番,55994,6
H6,三連単票数_2665_票数,56000,11
H6,三連単票数_2665_人気順,56011,4
H6,三連単票数_2666_組番,56015,6
H6,三連単票数_2666_票数,56021,11
H6,三連単票数_2666_人気順,56032,4
H6,三連単票数_2667_組番,56036,6
H6,三連単票数_2667_票数,56042,11
H6,三連単票数_2667_人気順,56053,4
H6,三連単票数_2668_組番,56057,6
H6,三連単票数_2668_票数,56063,11
H6,三連単票数_2668_人気順,56074,4
H6,三連単票数_2669_組番,56078,6
H6,三連単票数_2669_票数,56084,11
H6,三連単票数_2669_人気順,56095,4
H6,三連単票数_2670_組番,56099,6
H6,三連単票数_2670_票数,56105,11
H6,三連単票数_2670_人気順,56116,4
H6,三連単票数_2671_組番,56120,6
H6,三連単票数_2671_票数,56126,11
H6,三連単票数_2671_人気順,56137,4
H6,三連単票数_2672_組番,56141,6
H6,三連単票数_2672_票数,56147,11
H6,三連単票数_2672_人気順,56158,4
H6,三連単票数_2673_組番,56162,6
H6,三連単票数_2673_票数,56168,11
H6,三連単票数_2673_人気順,56179,4
H6,三連単票数_2674_組番,56183,6
H6,三連単票数_2674_票数,56189,11
H6,三連単票数_2674_人気順,56200,4
H6,三連単票数_2675_組番,56204,6
H6,三連単票数_2675_票数,56210,11
H6,三連単票数_2675_人気順,56221,4
H6,三連単票数_2676_組番,56225,6
H6,三連単票数_2676_票数,56231,11
H6,三連単票数_2676_人気順,56242,4
H6,三連単票数_2677_組番,56246,6
H6,三連単票数_2677_票数,56252,11
H6,三連単票数_2677_人気順,56263,4
H6,三連単票数_2678_組番,56267,6
H6,三連単票数_2678_票数,56273,11
H6,三連単票数_2678_人気順,56284,4
H6,三連単票数_2679_組番,56288,6
H6,三連単票数_2679_票数,56294,11
H6,三連単票数_2679_人気順,56305,4
H6,三連単票数_2680_組番,56309,6
H6,三連単票数_2680_票数,56315,11
H6,三連単票数_2680_人気順,56326,4
H6,三連単票数_2681_組番,56330,6
H6,三連単票数_2681_票数,56336,11
H6,三連単票数_2681_人気順,56347,4
H6,三連単票数_2682_組番,56351,6
H6,三連単票数_2682_票数,56357,11
H6,三連単票数_2682_人気順,56368,4
H6,三連単票数_2683_組番,56372,6
H6,三連単票数_2683_票数,56378,11
H6,三連単票数_2683_人気順,56389,4
H6,三連単票数_2684_組番,56393,6
H6,三連単票数_2684_票数,56399,11
H6,三連単票数_2684_人気順,56410,4
H6,三連単票数_2685_組番,56414,6
H6,三連単票数_2685_票数,56420,11
H6,三連単票数_2685_人気順,56431,4
H6,三連単票数_2686_組番,56435,6
H6,三連単票数_2686_票数,56441,11
H6,三連単票数_2686_人気順,56452,4
H6,三連単票数_2687_組番,56456,6
H6,三連単票数_2687_票数,56462,11
H6,三連単票数_2687_人気順,56473,4
H6,三連単票数_2688_組番,56477,6
H6,三連単票数_2688_票数,56483,11
H6,三連単票数_2688_人気順,56494,4
H6,三連単票数_2689_組番,56498,6
H6,三連単票数_2689_票数,56504,11
H6,三連単票数_2689_人気順,56515,4
H6,三連単票数_2690_組番,56519,6
H6,三連単票数_2690_票数,56525,11
H6,三連単票数_2690_人気順,56536,4
H6,三連単票数_2691_組番,56540,6
H6,三連単票数_2691_票数,56546,11
H6,三連単票数_2691_人気順,56557,4
H6,三連単票数_2692_組番,56561,6
H6,三連単票数_2692_票数,56567,11
H6,三連単票数_2692_人気順,56578,4
H6,三連単票数_2693_組番,56582,6
H6,三連単票数_2693_票数,56588,11
H6,三連単票数_2693_人気順,56599,4
H6,三連単票数_2694_組番,56603,6
H6,三連単票数_2694_票数,56609,11
H6,三連単票数_2694_人気順,56620,4
H6,三連単票数_2695_組番,56624,6
H6,三連単票数_2695_票数,56630,11
H6,三連単票数_2695_人気順,56641,4
H6,三連単票数_2696_組番,56645,6
H6,三連単票数_2696_票数,56651,11
H6,三連単票数_2696_人気順,56662,4
H6,三連単票数_2697_組番,56666,6
H6,三連単票数_2697_票数,56672,11
H6,三連単票数_2697_人気順,56683,4
H6,三連単票数_2698_組番,56687,6
H6,三連単票数_2698_票数,56693,11
H6,三連単票数_2698_人気順,56704,4
H6,三連単票数_2699_組番,56708,6
H6,三連単票数_2699_票数,56714,11
H6,三連単票数_2699_人気順,56725,4
H6,三連単票数_2700_組番,56729,6
H6,三連単票数_2700_票数,56735,11
H6,三連単票数_2700_人気順,56746,4
H6,三連単票数_2701_組番,56750,6
H6,三連単票数_2701_票数,56756,11
H6,三連単票数_2701_人気順,56767,4
H6,三連単票数_2702_組番,56771,6
H6,三連単票数_2702_票数,56777,11
H6,三連単票数_2702_人気順,56788,4
H6,三連単票数_2703_組番,56792,6
H6,三連単票数_2703_票数,56798,11
H6,三連単票数_2703_人気順,56809,4
H6,三連単票数_2704_組番,56813,6
H6,三連単票数_2704_票数,56819,11
H6,三連単票数_2704_人気順,56830,4
H6,三連単票数_2705_組番,56834,6
H6,三連単票数_2705_票数,56840,11
H6,三連単票数_2705_人気順,56851,4
H6,三連単票数_2706_組番,56855,6
H6,三連単票数_2706_票数,56861,11
H6,三連単票数_2706_人気順,56872,4
H6,三連単票数_2707_組番,56876,6
H6,三連単票数_2707_票数,56882,11
H6,三連単票数_2707_人気順,56893,4
H6,三連単票数_2708_組番,56897,6
H6,三連単票数_2708_票数,56903,11
H6,三連単票数_2708_人気順,56914,4
H6,三連単票数_2709_組番,56918,6
H6,三連単票数_2709_票数,56924,11
H6,三連単票数_2709_人気順,56935,4
H6,三連単票数_2710_組番,56939,6
H6,三連単票数_2710_票数,56945,11
H6,三連単票数_2710_人気順,56956,4
H6,三連単票数_2711_組番,56960,6
H6,三連単票数_2711_票数,56966,11
H6,三連単票数_2711_人気順,56977,4
H6,三連単票数_2712_組番,56981,6
H6,三連単票数_2712_票数,56987,11
H6,三連単票数_2712_人気順,56998,4
H6,三連単票数_2713_組番,57002,6
H6,三連単票数_2713_票数,57008,11
H6,三連単票数_2713_人気順,57019,4
H6,三連単票数_2714_組番,57023,6
H6,三連単票数_2714_票数,57029,11
H6,三連単票数_2714_人気順,57040,4
H6,三連単票数_2715_組番,57044,6
H6,三連単票数_2715_票数,57050,11
H6,三連単票数_2715_人気順,57061,4
H6,三連単票数_2716_組番,57065,6
H6,三連単票数_2716_票数,57071,11
H6,三連単票数_2716_人気順,57082,4
H6,三連単票数_2717_組番,57086,6
H6,三連単票数_2717_票数,57092,11
H6,三連単票数_2717_人気順,57103,4
H6,三連単票数_2718_組番,57107,6
H6,三連単票数_2718_票数,57113,11
H6,三連単票数_2718_人気順,57124,4
H6,三連単票数_2719_組番,57128,6
H6,三連単票数_2719_票数,57134,11
H6,三連単票数_2719_人気順,57145,4
H6,三連単票数_2720_組番,57149,6
H6,三連単票数_2720_票数,57155,11
H6,三連単票数_2720_人気順,57166,4
H6,三連単票数_2721_組番,57170,6
H6,三連単票数_2721_票数,57176,11
H6,三連単票数_2721_人気順,57187,4
H6,三連単票数_2722_組番,57191,6
H6,三連単票数_2722_票数,57197,11
H6,三連単票数_2722_人気順,57208,4
H6,三連単票数_2723_組番,57212,6
H6,三連単票数_2723_票数,57218,11
H6,三連単票数_2723_人気順,57229,4
H6,三連単票数_2724_組番,57233,6
H6,三連単票数_2724_票数,57239,11
H6,三連単票数_2724_人気順,57250,4
H6,三連単票数_2725_組番,57254,6
H6,三連単票数_2725_票数,57260,11
H6,三連単票数_2725_人気順,57271,4
H6,三連単票数_2726_組番,57275,6
H6,三連単票数_2726_票数,57281,11
H6,三連単票数_2726_人気順,57292,4
H6,三連単票数_2727_組番,57296,6
H6,三連単票数_2727_票数,57302,11
H6,三連単票数_2727_人気順,57313,4
H6,三連単票数_2728_組番,57317,6
H6,三連単票数_2728_票数,57323,11
H6,三連単票数_2728_人気順,57334,4
H6,三連単票数_2729_組番,57338,6
H6,三連単票数_2729_票数,57344,11
H6,三連単票数_2729_人気順,57355,4
H6,三連単票数_2730_組番,57359,6
H6,三連単票数_2730_票数,57365,11
H6,三連単票数_2730_人気順,57376,4
H6,三連単票数_2731_組番,57380,6
H6,三連単票数_2731_票数,57386,11
H6,三連単票数_2731_人気順,57397,4
H6,三連単票数_2732_組番,57401,6
H6,三連単票数_2732_票数,57407,11
H6,三連単票数_2732_人気順,57418,4
H6,三連単票数_2733_組番,57422,6
H6,三連単票数_2733_票数,57428,11
H6,三連単票数_2733_人気順,57439,4
H6,三連単票数_2734_組番,57443,6
H6,三連単票数_2734_票数,57449,11
H6,三連単票数_2734_人気順,57460,4
H6,三連単票数_2735_組番,57464,6
H6,三連単票数_2735_票数,57470,11
H6,三連単票数_2735_人気順,57481,4
H6,三連単票数_2736_組番,57485,6
H6,三連単票数_2736_票数,57491,11
H6,三連単票数_2736_人気順,57502,4
H6,三連単票数_2737_組番,57506,6
H6,三連単票数_2737_票数,57512,11
H6,三連単票数_2737_人気順,57523,4
H6,三連単票数_2738_組番,57527,6
H6,三連単票数_2738_票数,57533,11
H6,三連単票数_2738_人気順,57544,4
H6,三連単票数_2739_組番,57548,6
H6,三連単票数_2739_票数,57554,11
H6,三連単票数_2739_人気順,57565,4
H6,三連単票数_2740_組番,57569,6
H6,三連単票数_2740_票数,57575,11
H6,三連単票数_2740_人気順,57586,4
H6,三連単票数_2741_組番,57590,6
H6,三連単票数_2741_票数,57596,11
H6,三連単票数_2741_人気順,57607,4
H6,三連単票数_2742_組番,57611,6
H6,三連単票数_2742_票数,57617,11
H6,三連単票数_2742_人気順,57628,4
H6,三連単票数_2743_組番,57632,6
H6,三連単票数_2743_票数,57638,11
H6,三連単票数_2743_人気順,57649,4
H6,三連単票数_2744_組番,57653,6
H6,三連単票数_2744_票数,57659,11
H6,三連単票数_2744_人気順,57670,4
H6,三連単票数_2745_組番,57674,6
H6,三連単票数_2745_票数,57680,11
H6,三連単票数_2745_人気順,57691,4
H6,三連単票数_2746_組番,57695,6
H6,三連単票数_2746_票数,57701,11
H6,三連単票数_2746_人気順,57712,4
H6,三連単票数_2747_組番,57716,6
H6,三連単票数_2747_票数,57722,11
H6,三連単票数_2747_人気順,57733,4
H6,三連単票数_2748_組番,57737,6
H6,三連単票数_2748_票数,57743,11
H6,三連単票数_2748_人気順,57754,4
H6,三連単票数_2749_組番,57758,6
H6,三連単票数_2749_票数,57764,11
H6,三連単票数_2749_人気順,57775,4
H6,三連単票数_2750_組番,57779,6
H6,三連単票数_2750_票数,57785,11
H6,三連単票数_2750_人気順,57796,4
H6,三連単票数_2751_組番,57800,6
H6,三連単票数_2751_票数,57806,11
H6,三連単票数_2751_人気順,57817,4
H6,三連単票数_2752_組番,57821,6
H6,三連単票数_2752_票数,57827,11
H6,三連単票数_2752_人気順,57838,4
H6,三連単票数_2753_組番,57842,6
H6,三連単票数_2753_票数,57848,11
H6,三連単票数_2753_人気順,57859,4
H6,三連単票数_2754_組番,57863,6
H6,三連単票数_2754_票数,57869,11
H6,三連単票数_2754_人気順,57880,4
H6,三連単票数_2755_組番,57884,6
H6,三連単票数_2755_票数,57890,11
H6,三連単票数_2755_人気順,57901,4
H6,三連単票数_2756_組番,57905,6
H6,三連単票数_2756_票数,57911,11
H6,三連単票数_2756_人気順,57922,4
H6,三連単票数_2757_組番,57926,6
H6,三連単票数_2757_票数,57932,11
H6,三連単票数_2757_人気順,57943,4
H6,三連単票数_2758_組番,57947,6
H6,三連単票数_2758_票数,57953,11
H6,三連単票数_2758_人気順,57964,4
H6,三連単票数_2759_組番,57968,6
H6,三連単票数_2759_票数,57974,11
H6,三連単票数_2759_人気順,57985,4
H6,三連単票数_2760_組番,57989,6
H6,三連単票数_2760_票数,57995,11
H6,三連単票数_2760_人気順,58006,4
H6,三連単票数_2761_組番,58010,6
H6,三連単票数_2761_票数,58016,11
H6,三連単票数_2761_人気順,58027,4
H6,三連単票数_2762_組番,58031,6
H6,三連単票数_2762_票数,58037,11
H6,三連単票数_2762_人気順,58048,4
H6,三連単票数_2763_組番,58052,6
H6,三連単票数_2763_票数,58058,11
H6,三連単票数_2763_人気順,58069,4
H6,三連単票数_2764_組番,58073,6
H6,三連単票数_2764_票数,58079,11
H6,三連単票数_2764_人気順,58090,4
H6,三連単票数_2765_組番,58094,6
H6,三連単票数_2765_票数,58100,11
H6,三連単票数_2765_人気順,58111,4
H6,三連単票数_2766_組番,58115,6
H6,三連単票数_2766_票数,58121,11
H6,三連単票数_2766_人気順,58132,4
H6,三連単票数_2767_組番,58136,6
H6,三連単票数_2767_票数,58142,11
H6,三連単票数_2767_人気順,58153,4
H6,三連単票数_2768_組番,58157,6
H6,三連単票数_2768_票数,58163,11
H6,三連単票数_2768_人気順,58174,4
H6,三連単票数_2769_組番,58178,6
H6,三連単票数_2769_票数,58184,11
H6,三連単票数_2769_人気順,58195,4
H6,三連単票数_2770_組番,58199,6
H6,三連単票数_2770_票数,58205,11
H6,三連単票数_2770_人気順,58216,4
H6,三連単票数_2771_組番,58220,6
H6,三連単票数_2771_票数,58226,11
H6,三連単票数_2771_人気順,58237,4
H6,三連単票数_2772_組番,58241,6
H6,三連単票数_2772_票数,58247,11
H6,三連単票数_2772_人気順,58258,4
H6,三連単票数_2773_組番,58262,6
H6,三連単票数_2773_票数,58268,11
H6,三連単票数_2773_人気順,58279,4
H6,三連単票数_2774_組番,58283,6
H6,三連単票数_2774_票数,58289,11
H6,三連単票数_2774_人気順,58300,4
H6,三連単票数_2775_組番,58304,6
H6,三連単票数_2775_票数,58310,11
H6,三連単票数_2775_人気順,58321,4
H6,三連単票数_2776_組番,58325,6
H6,三連単票数_2776_票数,58331,11
H6,三連単票数_2776_人気順,58342,4
H6,三連単票数_2777_組番,58346,6
H6,三連単票数_2777_票数,58352,11
H6,三連単票数_2777_人気順,58363,4
H6,三連単票数_2778_組番,58367,6
H6,三連単票数_2778_票数,58373,11
H6,三連単票数_2778_人気順,58384,4
H6,三連単票数_2779_組番,58388,6
H6,三連単票数_2779_票数,58394,11
H6,三連単票数_2779_人気順,58405,4
H6,三連単票数_2780_組番,58409,6
H6,三連単票数_2780_票数,58415,11
H6,三連単票数_2780_人気順,58426,4
H6,三連単票数_2781_組番,58430,6
H6,三連単票数_2781_票数,58436,11
H6,三連単票数_2781_人気順,58447,4
H6,三連単票数_2782_組番,58451,6
H6,三連単票数_2782_票数,58457,11
H6,三連単票数_2782_人気順,58468,4
H6,三連単票数_2783_組番,58472,6
H6,三連単票数_2783_票数,58478,11
